spotify_id,Song,Artist,Rank,Genre
0YVsrgp4OOUhFuYMAVQazV,FXXK IT,BIGBANG,3,k-pop
2hGubod7eM4Tbr2NK6dhE8,Super Power,Shinhwa,4,k-pop
5Rei61HA8R3TR4b0kOEINA,ì‚ë”±í•˜ê²Œ (Crooked),G-DRAGON,5,k-pop
2tguz0aWPKBzqBkYtmuzon,TIAMO,T-ara,6,k-pop
2jkZgKoNK8dKxs7FGb9c42,Devil,Super Junior,7,k-pop
4VOySTQM7rAgem85lhM9rZ,Fiction,Beast,8,k-pop
1CSceRZ3QvI4JczMF1PAil,Goodbye,2NE1,9,k-pop
0tejqLrXfsXT5SEDld8fKk,For You,BTOB,10,k-pop
0fp7yXkUbwmM8ML6sWu6HW,Chained Up,VIXX,11,k-pop
6lM6yIDZ7kxFsgQCCfaLE2,Monster,EXO,12,k-pop
2klCjJcucgGQysgH170npL,4 Walls,f(x),13,k-pop
5V5m1uts8SWveTW1GuEsKC,MIRROR,MBLAQ,14,k-pop
0sYbRzhGQC0NRTVvwe8n3H,Hate,4Minute,15,k-pop
2Oltx0Zw8Tnkw23Ksdpxrc,What's Happening?,B1A4,16,k-pop
17gohmCYDlZSYxp41xqVQ8,Lion Heart,Girls' Generation,17,k-pop
3ozrVhZSKNcv8fMRAnHIU3,Stalker,U-KISS,18,k-pop
24psBRmEw3kHjBGZfl1dmb,Ah-Choo,Lovelyz,19,k-pop
5ZJzPIytI1OgEYEVGx5lAo,ì´‰ì´ ì™€ (Can You Feel It?),SUPER JUNIOR-D&E,20,k-pop
3C8jNNWMJcsQLZZV5R3yTi,Twinkle,Girls' Generation-TTS,21,k-pop
6BKOhvRPY54uvfqWwg7MKi,Up & Down,EXID,22,k-pop
60oyvXjv0nwZnRrwZvZqUm,FACE,NU'EST,23,k-pop
1jbHCJ8EtvoKfMMYy3bAlN,Mamma Mia,KARA,24,k-pop
2OafHc3DmFE49MqNhQMi0z,Something,Girl's Day,25,k-pop
4uwNijtRjJtSXh4gtKWybp,GOOD NIGHT (feat.REDDY),Se7en,26,k-pop
2Gq8bwrWXzc1gW9g2EnHTh,Excuse Me,AOA,27,k-pop
7AvXrOVEVRcfXxme2wo6Im,ëŸ¬ì‹œì•ˆ ë£°ë › Russian Roulette,Red Velvet,28,k-pop
4H0PF0pPJrD9gNBq0jjJja,White Night,UP10TION,29,k-pop
5SusX17QvBBkH7WfMbTU0j,NoNoNo,Apink,30,k-pop
6VJhf9l4ALDquID0bN51QQ,Very Very Very,I.O.I,31,k-pop
7eztAMY4KYbJo6Rty97sgb,Thatâ€™s My Jam,B.A.P,32,k-pop
5S5gGOsUarzRXKoaSstwba,Me Like Yuh,Jay Park,33,k-pop
7ui8D91c2tfgFtGtF6LlXt,ë‹¤ì³ Hurt Locker,9 Muses,34,k-pop
4Oqm4LXiG9MekVf3fnDyPR,Press Your Number,TAEMIN,35,k-pop
0Id5E2O6g3IlGtsl4BDStY,Wedding Dress,TaeYang,36,k-pop
5zbxw72g850H4fNMFEO7PC,Someone Like U,Dalshabet,37,k-pop
2kl3pn4Xhvx5Tvs8T9wNqt,JANUS,BOYFRIEND,38,k-pop
2JTjDYA0vfx8sp5XMTbeqU,Hobgoblin,CLC,39,k-pop
7czyJpFnAl18Bwye8wETky,RHYTHM TA,iKON,40,k-pop
1su62pO1ShAp7F4JlY5vuo,Rocking,Teen Top,41,k-pop
6gorwqDJ7bsdCHcVs5uS9u,HERO,Monsta X,42,k-pop
6eqX1nvFkgyumsATfnq6bo,Venus,HELLOVENUS,43,k-pop
4tSGhf2TB2t6jKlW8rN4Px,Wonderland,Jessica,44,k-pop
0GqvfTRhP8HUn16mQx5Hxi,Vibrato,Stellar,45,k-pop
7lJAe9Ykt39TZKYyDHqPk8,í• ë§ ìžˆì–´ìš” Gotta Talk to U,SEUNGRI,46,k-pop
4ohFoNx1yHERjm06A0h2s8,Liar Liar,OH MY GIRL,47,k-pop
1OIb1AalkGikhzCRbWgchd,Secret,WJSN,48,k-pop
7n5eQJYX7e6H5gkzgyEfQG,Can You Hear My Heart (feat. LEE HI),Epik High,49,k-pop
45qSSH075SHoIV9cSn2wZK,Will You Kiss Me,G.NA,50,k-pop
41LvR2CkMtW1ooGEDVlETJ,ì£¼ë¬¸ Mirotic,TVXQ!,51,k-pop
2LdOm1BBfBbQjw9LrqmfuC,First Love,After School,52,k-pop
68ABnHNR4y2COQa4eaM6PS,Toy,Block B,53,k-pop
00z4wF0iJsp6GwDkQxkGs6,You're So Fine,CNBLUE,54,k-pop
1cOR5n9aWrHYKluTSeaxu1,I Think I Love U,SONAMOO,55,k-pop
33dL21KeJquNsfOfacjU0q,ì˜¤ëŠ˜ë¶€í„° ìš°ë¦¬ëŠ” Me Gustas Tu,GFriend,56,k-pop
2z5BsSuiLSBGidcH9B1CZE,Deepened,Brave Girls,57,k-pop
5fWKr5p15BTazjflJ6HX5j,Catallena,Orange Caramel,58,k-pop
6ssSzCx8vxqkYenaxJuObQ,Youâ€™re Pitiful,FIESTAR,59,k-pop
2ZwPHbkdoHC4tEQ4ReVLkc,How's This,Hyuna,60,k-pop
3sm4Y7jIMFIFsviVYo9xXr,Far awayâ€¦ Young love,C-Clown,61,k-pop
4oHmgneU9dwYoqg0SJSOCf,DADDY ft. CL of 2NE1,PSY,62,k-pop
3vxgKOmAOVl11Csw4ehkmJ,ç„¡é™çš„æˆ‘ ë¬´í•œì ì•„; LIMITLESS,NCT 127,63,k-pop
3pR7fROuokuTWSKxyDMcDC,Abracadabra,Brown Eyed Girls,64,k-pop
3znL5RsHUGY5OZEab26RHe,No Matter What,BoA,65,k-pop
6wnGGeFa5B48qNaMdXH18m,Midnight Sun (Original Ver.),F.Cuz,66,k-pop
41eenDXgPx45KuzgYJvevD,If You Love Me,NS Yoon-G,67,k-pop
7JHiyIBneG5971rM9QFoOD,Hey Mama!,EXO-CBX,68,k-pop
5WitNasXEIRptoLIQUcXMx,Decalcomanie,Mamamoo,69,k-pop
5ElVuRBFcnz5TSWqmPYq7D,Iâ€™m In Love,Secret,70,k-pop
1EXYHkLOe8AkJ9wkP9xJcl,One Way One Way,Spica,71,k-pop
78f6Qp6XQhSnJksCseLMMb,The Eye,INFINITE,72,k-pop
3FTKU4HASDi5n1f1FLOEgY,SENTIMENTAL,WINNER,73,k-pop
2JlvxtO0ALatReDVw6GmJi,White mind,Cross Gene,74,k-pop
1isFfEXl4sJncwXPWP1Yin,Hood,Tablo,75,k-pop
4jUGZdrFGkFi0WRcbQrUGd,Dangerous,Clazziquai Project,76,k-pop
0eiR78pVttlfvGWL6YrMuc,Get Down,Boys Republic,77,k-pop
3bwldlnG87pSrAxBbwDXmb,too very so MUCH,MYNAME,78,k-pop
4B82dMqPVx5gBec5CUFehA,Baby Good Night,GD & TOP,79,k-pop
0FA8fu18QvcYZNOAC7WeFa,Excuse Me,BESTie,80,k-pop
4g41NDqYzEGOXqYGiW9pOd,Drawing The Line,Royal Pirates,81,k-pop
2vefaHJYN4zKolfWa48BwV,Boys and Girls,Zico,82,k-pop
3UK0ahly6TxzxOZNm2CXzg,KNOCK,KNK,83,k-pop
1Rrj7KyS2R6SP9CQMDJW1w,VERY NICE,SEVENTEEN,84,k-pop
02jYQ47eGc0Dm9JiOcLBJ7,Fanfare,SF9,85,k-pop
55IWnmlg29mY9EiLhH514C,Severely,FTISLAND,86,k-pop
3uUsr52OKtyIU8N8fSzpgL,Dreamer,Uhm Jung Hwa,87,k-pop
27Ogjaevtyo14kxVRAlree,ë†€ë¦¬ëŸ¬ ê°„ë‹¤,SPEED,88,k-pop
1VFpLZ45GZ5LRBrAKS8130,Beautiful Liar,VIXX LR,89,k-pop
4mTf3vzCEHojqx0PaQFMVa,ìˆ¨ë°”ê¼­ì§ˆ,ASTRO,90,k-pop
433opLGkJVu0dFX6H3Dccg,Home (feat.Yoonmirae),Ailee,91,k-pop
5xqYniDy0TDYWkvLdODgDJ,THE BEAT,Toppdogg,92,k-pop
2ftAhOIBhouYh3fevdzXKR,ì¢‹ì•„ She is,JONGHYUN,93,k-pop
1w1BFGe9bPUKi0Tpfsh0a6,Wonderland,gugudan,94,k-pop
4ZlbwxJiFolbtY8hXmMrks,Nightmare,2Yoon,95,k-pop
1ZgfAxHQCXLt8o1VXEHHAt,Oh NaNa (Hidden. HUR YOUNG JI),K.A.R.D,96,k-pop
10wGwVTXBKw7TBLJQiED34,"Solo [From ""Unpretty Rapstar 2 Track 4""] - Remix",YEZI,97,k-pop
6rL6Q9DFDtJBKBLNKUc41k,Pisces,Juniel,98,k-pop
6Q6b7omrGo6BcWPSycnQ7R,Slippin' Away,AZIATIX,99,k-pop
3YkDslZvvMixTwgDId0aYB,Twenty-three,IU,100,k-pop
55tGzbf7CA1fnnlTy8HgDX,The Pale King,Testament,1,metal
0QMfoF1pm0nzVkvojPfrzN,Run to the Hills - 1998 Remastered Version,Iron Maiden,2,metal
2hsNfW4fcDhQtXiyMEGvUc,A Dangerous Meeting,Mercyful Fate,3,metal
01Mpj13vURSO3cCLprPt5T,Raining Blood,Slayer,4,metal
3OIUJqlQTntHtsp13FqDd2,Satan Is Real,Kreator,5,metal
7nBtCYzGh2hPwJGzUiDc4a,Mean,,6,metal
13Ntmgf2zirinJEJy4s5jb,I Want Out,Helloween,7,metal
2dbOYFfS7r7NAzquRvji9A,Balls to the Wall,Accept,8,metal
6OSyCAmXT4Gkd3OQ2aPOaF,Silent Lucidity - 2003 - Remaster,QueensrÃ¿che,9,metal
2Q6Knqq0R7baKPuo0bgMCU,Princess of the Night,Saxon,10,metal
0dpFb4qv92TE9R00Lq4SAW,Symbolic,Death,11,metal
3VAwkPP43h8WrPuvszXTsl,Abigail (Reissue),King Diamond,12,metal
3iC3Numiy9P3AkF7iioKmx,Wild Child,W.A.S.P.,13,metal
57fqmDaokbxZ3TaB0jp39q,Holy Diver,Dio,14,metal
2RaA6kIcvomt77qlIgGhCT,Breaking the Law,Judas Priest,15,metal
56uiDIiXz2sRoQ0AXq84aI,Metal On Metal,Anvil,16,metal
25kORdST1xzG4WXOnzJCKV,Can U Deliver,Armored Saint,17,metal
6XtMQPqCeAgv2gVD65LDDy,Narcosynthesis,Nevermore,18,metal
4E5xVW505akJX0wcKj8Mpd,Tornado Of Souls - 2004 Digital Remaster,Megadeth,19,metal
5Nodfi0wQT9QANl0KlAo7B,Black Star,Carcass,20,metal
07thLbY0eGli2xWWIPdrN2,Watching Over Me - Remixed & Remastered,Iced Earth,21,metal
70sD5g3kfosobyow3cVTuY,Master of Confusion,Gamma Ray,22,metal
5ZOOjqoCaUydmo8bxSdosj,The Toxic Waltz,Exodus,23,metal
76BYv24CcZt2u94JRjmATX,Madhouse,Anthrax,24,metal
2fed1yXI1clOEddfGyKyH2,Locust,Machine Head,25,metal
1JvMOOYZjXLQCZ5p5b0JJD,Visions in My Head,Obituary,26,metal
1j06ieEC2BOCM0fTmYhn2l,Alone Again,Dokken,27,metal
2SgbR6ttzoNlCRGQOKjrop,Cowboys From Hell,Pantera,28,metal
2b9lp5A6CqSzwOrBfAFhof,Crazy Train - Remastered,Ozzy Osbourne,29,metal
0ptyB7zQ0J1uqein1X1E8I,Curse the Gods,Destruction,30,metal
2OoS1aZFAFscH1cUiKlazH,Refuse / Resist,Sepultura,31,metal
6FBmHx1FuaSnTnnnaThgbF,Cum on Feel the Noize,Quiet Riot,32,metal
0qgrrDnUUhyxpxbBznUnzg,18 And Life,Skid Row,33,metal
3lJqE5AKrrFDFdhDyB0kqx,Swords And Tequila,Riot,34,metal
1Y373MqadDRtclJNdnUXVc,Paranoid,Black Sabbath,35,metal
1RJfhgykgVJBNKJ4bEqCeS,Are You Dead Yet,Children Of Bodom,36,metal
4nm9rEC2KiKeQFq3LbDfM0,Rebellion (The Clans Are Marching),Grave Digger,37,metal
0WZZENH0kt3O2cBE8q5IRq,War Eternal,Arch Enemy,38,metal
4HlVUapocBDBqkPtET2knz,Atoma,Dark Tranquillity,39,metal
6LSDAtJAhkoNriP0HVKYJh,No Hope in Sight,Paradise Lost,40,metal
7Avgj5DFNgDAOxlLts53Cd,The Moth,Death Angel,41,metal
1AR2VBeuqLQJYgsF33Pbgv,It's Electric,Diamond Head,42,metal
57ksenFZL6ipDlpls2cq0Q,Charging the Void,Vektor,43,metal
2Wu6LMO0Rx6Aa4LPHH1T95,Agent Orange,Sodom,44,metal
7G83ZwD2msTtFaBQExc8QB,Institutionalized,Suicidal Tendencies,45,metal
52p7YvOmvdCG714prT2Peo,Last Man Standing,Hammerfall,46,metal
54cBqIDAX3dH5Ys1DKgDWR,Eaten,Bloodbath,47,metal
34LXW73avo8xz0NLiVuiow,Metal Church,Metal Church,48,metal
3D1mFqa1AJNGgSD5wKnwVc,Evolution (The Grand Design),Symphony X,49,metal
5bKD8llj8BPQ3GJ7QckFJn,(Empty) Tankard,Tankard,50,metal
1fsjNbPFGuR7hK6euWuHd4,Set This World on Fire,Rage,51,metal
6yO0U0Ibny1f8P3zEbyYJi,Twilight Of The Gods,Blind Guardian,52,metal
4pFC6tuWErxbO61oFFq3BQ,Hammer Smashed Face,Cannibal Corpse,53,metal
52mxPsGKbfyElOA0FCtc0l,Deadly Sinners,3 Inches Of Blood,54,metal
2fLXgNuhqugprkOOpAqRHs,Maniac,Firewind,55,metal
2grFTYShYe6dp5GRBUzaVm,Sabbath Bloody Sabbath,Bruce Dickinson,56,metal
5SnOyuBtyzufoXBAKOdcxD,The Unforgiven,Metallica,57,metal
1jMjbrmkSZAVvi7iffs06D,The Art of Partying,Municipal Waste,58,metal
0lCwaZYSRy6q0jLmnYiQxi,Laid to Rest,Lamb of God,59,metal
03zYFtluA21jFWQVPMbUYO,Only for the Weak,In Flames,60,metal
5PDLHBfJWquv6UsnvTPMAM,House Of Sleep,Amorphis,61,metal
1T45V6RDj1vTLFY6Cw4tNf,Ace of Spades,MotÃ¶rhead,62,metal
5loUlW1w9F4kdP3c9pYRqb,Resurrection,Halford,63,metal
7zCdXEGG92MaEK1fj40dAg,Unbreakable,Stratovarius,64,metal
7qmB75mVk81XFeQmATFmar,Solitude,Candlemass,65,metal
48zi76YORvpiYO67liH70R,Revel In Flesh,Entombed,66,metal
4eGHEHqoDMMejzPhRFTc7p,I Don't Wanna Be Me,Type O Negative,67,metal
6EMTWm0HgzsvJiQQOqObEQ,Vain Glory Opera,Edguy,68,metal
5u3l2TONYacJgmRPQVaF9y,Twilight Of The Thunder God,Amon Amarth,69,metal
4tU2PudG7S9CtdjyCZthhd,Soldiers of Fortune,Running Wild,70,metal
12jyGbmNibShQKTbYCsf02,The Mission,Jag Panzer,71,metal
0Sn20pHyBZ8KTJasKs3GSM,Rock You To Hell,Grim Reaper,72,metal
6BuM8KG2aVVRz4zuDkzp7x,Angels of Mercy,Primal Fear,73,metal
3D6ZPZrFk2CHZCJ2STxHW7,In the Minds of Evil,Deicide,74,metal
7GonnnalI2s19OCQO1J7Tf,Kickstart My Heart,MÃ¶tley CrÃ¼e,75,metal
1hlveB9M6ijHZRbzZ2teyh,We're Not Gonna Take It,Twisted Sister,76,metal
5ceYVTBWOXrxuwzkrkS4ob,Killing Me Killing You,Sentenced,77,metal
7FQvFYg88JndjHvd5tBxwI,The Chosen Ones,Dream Evil,78,metal
0b9McyfwQ6N0wvIU3OTMnR,Rock Bottom - 2007 Remaster,UFO,79,metal
0HyVVer6o9pmDEkqfTb1qV,Angels Of Steel,Vader,80,metal
3CtKSQyQPdzA2u7n9tjJw2,Albatross,Corrosion Of Conformity,81,metal
4JynkH6Oa9cJ0zUTzYA2UP,Blow Your Trumpets Gabriel,Behemoth,82,metal
2Zoi3cGA6SW4NXHzGQzhAe,Forever My Queen,Pentagram,83,metal
46ZUttCwgnRWwYnuk9ECCU,Before the Creation of Time,Unleashed,84,metal
7au6woRLPhEyBVzfF9VsfS,Acid Fuzz,Toxic Holocaust,85,metal
7eep4uQ9mz4Z6WKRiB4aVq,Go Back to Hell,U.D.O.,86,metal
3yNoEJifUJdly8ucYoWRwl,Black Metal,Venom,87,metal
5otXJIeiF43SPz7R7ov8GX,99,The Haunted,88,metal
2XgTw2co6xv95TmKpMcL70,Square Hammer,Ghost B.C.,89,metal
6TRuW1ZgKCCk24uCuhfo7r,Stillborn,Black Label Society,90,metal
2SYnUqZocEO2gvVxrwyN5V,Carry On,Angra,91,metal
2kR3B09M6KeJnchOkxwszt,Summertime Girls,Y&T,92,metal
5hmek3mrSYvfSElBsPNbxo,Immortal Rites,Morbid Angel,93,metal
0qMjKyiSL3E3sMgC0Sejg6,Post Society,Voivod,94,metal
153SwL1d9SfCLWhqIs08we,Alison Hell (98 Reissue),Annihilator,95,metal
4Qe4jyrOpoUeph5U8gwwxA,Farewell,Avantasia,96,metal
7txxAtOMwLLnQTpKeBL6bp,Mother,Danzig,97,metal
1fNWfZboYvarSSwEjVnhfy,Hammerhead,Flotsam & Jetsam,98,metal
5Ub8ujozB4k0HTqCdGioay,Crazy Night,LOUDNESS,99,metal
5mcFpUiReW01p621kppweF,Burning Star,Helstar,100,metal
3TGRqZ0a2l1LRblBkJoaDx,Call Me Maybe,Carly Rae Jepsen,1,pop
5pD9x23lsoQr464mlmaKNJ,Chained To The Rhythm,Katy Perry,2,pop
4Ce37cRWvM1vIGGynKcs22,Starving,Hailee Steinfeld,3,pop
0HVj61S4pQJdQhgZP61G65,I Would Like,Zara Larsson,4,pop
6E11E0lT5Zy7yb6iT3y8DN,Want U Back,Cher Lloyd,5,pop
3tJ4y2Zqx6gM9xOAuFfsSF,Cool Girl,Tove Lo,6,pop
3lSDIJ2abCrOdDJ6pshUap,Close,Nick Jonas,7,pop
1i1rNVtxbE7rdFfpHuNq2j,Hold My Hand,Jess Glynne,8,pop
3qRHCvn70YpVFFkx3lrAYf,Body on Me,Rita Ora,9,pop
7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,10,pop
0puf9yIluy9W0vpMEUoAnN,Bang Bang,Jessie J,11,pop
1DqdF42leyFIzqNDv9CjId,Dynamite,Taio Cruz,12,pop
1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame,The Script,13,pop
6t2ubAB4iSYOuIpRAOGd4t,Cake,Flo Rida,14,pop
31t0ATifZW5CW3XP2QUsUW,All Night,The Vamps,15,pop
6yIdwnpDHufLWgQcveTPMk,"I Donâ€™t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,16,pop
0AKejOKlGdiB53QpwAeenO,Don't Wanna Know,Maroon 5,17,pop
0Zx8khUcEfCFK2AEoIhC92,Don't Leave,Snakehips,18,pop
6mnjcTmK8TewHfyOp3fC9C,Die Young,Kesha,19,pop
0rFOs9paloAvEtzwDX1Kmc,Bubbly,Colbie Caillat,20,pop
2wqaekenSQZm7hxQOYt8oE,Am I Wrong,Nico & Vinz,21,pop
2Ow4Pmi0VOOLvbmJ8V70qo,How To Be A Heartbreaker,Marina and the Diamonds,22,pop
1FUViuNSldssMIawrOXF2i,I Got You,Bebe Rexha,23,pop
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,DNCE,24,pop
7AVF7kutqdQyamkw6q4d7x,F*** Apologies. (feat. Wiz Khalifa),JoJo,25,pop
1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls - Radio Edit,Sean Kingston,26,pop
7dZ1Odmx9jWIweQSatnRqo,Million Reasons,Lady Gaga,27,pop
4sPrcMhXm8jYmp2VaELp6b,Best Day of My Life,Pixie Lott,28,pop
0y8Wf6ltWpGCpgqVa21QNX,After The Afterparty (feat. Lil Yachty),Charli XCX,29,pop
3AGOgQzp0YcPH41u9p7dOp,Glad You Came,The Wanted,30,pop
5nJWME6j2dfFSm5B6ayDrw,Grow Up,Olly Murs,31,pop
1pKeFVVUOPjFsOABub0OaV,Side To Side,Ariana Grande,32,pop
1QNoKVgA758HFLu3TW2q7R,Kill Em With Kindness,Selena Gomez,33,pop
2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,Jennifer Lopez,34,pop
4tCtwWceOPWzenK2HAIJSb,Work from Home,Fifth Harmony,35,pop
4nMlau89VAjmV7agkl7OY3,Fresh Eyes,Andy Grammer,36,pop
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,37,pop
0HMjXBAZmSYOTTi33WpMso,History,One Direction,38,pop
519tXYJVcrpEMqV2BMbh6E,No Air,Jordin Sparks,39,pop
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,40,pop
0Wb7BfZSx0Tuo6om9M4q4N,Fight For This Love,Cheryl,41,pop
3f3omU8n47Mqyab5nCaGyT,Because of You,Kelly Clarkson,42,pop
6f3Kn4QtwZPU2IvwwDSbLF,La Da Dee,Cody Simpson,43,pop
1GCbc1vpkZA2zhjsSFhmHT,Fuck You,Lily Allen,44,pop
3BxWKCI06eQ5Od8TY2JBeA,Buttons,The Pussycat Dolls,45,pop
5Ua3GXyHwiSfpNTMjq6m2z,Touch,Little Mix,46,pop
4KTtYhxFtFL7mBwnjkKfLm,Glamorous,Fergie,47,pop
7xrA11O07xo57Bbg6p4hck,Body Say,Demi Lovato,48,pop
37f4ITSlgPX81ad2EvmVQr,Fight Song,Rachel Platten,49,pop
6brl7bwOHmGFkNw3MBqssT,So Sick,Ne-Yo,50,pop
72Bz4ciRZPBcVSw0nrZDHi,Do It Again,Pia Mia,51,pop
3U1TuSqHIubBA10cVP7Sk6,I Think I'm In Love,Kat Dahlia,52,pop
3qqho4PnTn3zlMPBzWhFFD,Ugly Heart,G.R.L.,53,pop
36pLU2ywVeBKEF0rrKtmCB,La La La,Naughty Boy,54,pop
7kVQDUKKnIqHSMYIypX8nL,Don't Hold Your Breath,Nicole Scherzinger,55,pop
1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,56,pop
3YKb4RfxFidWLwfbM9kief,Atlantis (Remix) - Demo Taped Remix,Bridgit Mendler,57,pop
1T20tqHKrePjszGOdbFOEd,Take A Hint,Victorious Cast,58,pop
7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,Leona Lewis,59,pop
11dxtPJKR4E0wlSr0A0t47,Potential Breakup Song,Aly & AJ,60,pop
6cREm4bV7V79Yxdilx9HDo,Once In a While,Timeflies,61,pop
31a7zOMhffLZ0i2vbHSTeH,Something New,Girls Aloud,62,pop
6RtPijgfPKROxEzTHNRiDp,Rude,MAGIC!,63,pop
4Cv5dkUBqepa0siwGREihD,Motivation,Kelly Rowland,64,pop
7K5dzhGda2vRTaAWYI3hrb,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,65,pop
44aN5xKL3kGHvQ5bXVk6B8,Ghost Town,Adam Lambert,66,pop
3DmW6y7wTEYHJZlLo1r6XJ,Shower,Becky G,67,pop
6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,68,pop
3mkJigBxWd5DJUsRuwHG3f,Ain't Giving Up,Craig David,69,pop
2IO7yf562c1zLzpanal1DT,Gasoline,Halsey,70,pop
58FUwmyGUqkt53YPUcm7cJ,Knock You Down,Keri Hilson,71,pop
7LP4Es66zdY7CyjepqmvAg,Down,Jay Sean,72,pop
3fo6DYGktjENCiagUeU9yH,Pity Party,Melanie Martinez,73,pop
073wmqmf5KfrQiNukyuqrq,Human Touch,Betty Who,74,pop
4uz1dfMq6nXBputSKnAqRG,Freal Luv ft. Chanyeol & Tinashe,Far East Movement,75,pop
66ZcOcouenzZEnzTJvoFmH,The Sweet Escape,Gwen Stefani,76,pop
7lAoovVf67mECK18oOpJbc,Love You Like A Love Song,Selena Gomez & The Scene,77,pop
3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City,78,pop
7xAdO0zdl7lGf0ecg4IGhQ,Fire N Gold,Bea Miller,79,pop
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull,80,pop
2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,Hot Chelle Rae,81,pop
2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,Miley Cyrus,82,pop
7d1CFwrBmH34gmS0Hkbfbt,Replay,Zendaya,83,pop
3dNjUFt6EFU4Gq6Q5vfJqf,Girls Like Girls,Hayley Kiyoko,84,pop
18vVJsD68uh386vlZWwO3d,Worldwide,Big Time Rush,85,pop
69Q9unT80s08dUolhcgr4T,Cruel,Foxes,86,pop
089XJfZCapAEf3dkVoGQtq,Problem,Natalia Kills,87,pop
0xMd5bcWTbyXS7wPrBtZA6,Burn,Ellie Goulding,88,pop
3ZMFrvkNgwwMfPdX3aThYs,Play That Song,Train,89,pop
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You,Meghan Trainor,90,pop
7pNC5ZIKtwUK0ReSpM3P9f,Black Widow,Iggy Azalea,91,pop
09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,92,pop
4PdJSsESm34djLfBde9Pr2,Would I Lie To You - Radio Edit,David Guetta,93,pop
1D1nixOVWOxvNfWi0UD7VX,Unwritten,Natasha Bedingfield,94,pop
1CI6YgwwNq3VfhgxPuEpE6,Ride,SoMo,95,pop
4JehYebiI9JE8sR8MisGVb,Halo,BeyoncÃ©,96,pop
1G1r2ectZOGeOkZmKtAP3m,Text From Your Ex (feat. Tinashe),Tinie Tempah,97,pop
1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,98,pop
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,Avril Lavigne,99,pop
72xvRETEsd5hS1RfduciRi,Let Me Hold You (Turn Me On),Cheat Codes,100,pop
6mz1fBdKATx6qP4oP1I65G,Pony,Ginuwine,1,r&b
1DFPibRb9RU3yfM3wOLdDT,Tru,Lloyd,2,r&b
6zMUIb4uce1CzpbjR3vMdN,Foolish,Ashanti,3,r&b
6TlRNJaezOdzdECnQeRuMM,Bed,J. Holiday,4,r&b
3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,Mario,5,r&b
56z2qI0gKcPthQF6l8AW3E,Bust Your Windows,Jazmine Sullivan,6,r&b
58FUwmyGUqkt53YPUcm7cJ,Knock You Down,Keri Hilson,7,r&b
2YegxR5As7BeQuVp2U6pek,Be Without You - Kendu Mix,Mary J. Blige,8,r&b
4eFBeXmhkXOo8dUgMqyKfS,You,Keyshia Cole,9,r&b
45wneA2j0Z0WMnYNDO6Ad0,Back & Forth,Aaliyah,10,r&b
3B7i9OKRRmIsSBHEbJz58Y,Grind With Me,Pretty Ricky,11,r&b
4Cv5dkUBqepa0siwGREihD,Motivation,Kelly Rowland,12,r&b
78TDcQdrcTCDssdnGRZFbY,When We Party (feat. Snoop Dogg),Faith Evans,13,r&b
3lqT89gv8p3PYwXtr3ODjv,I Wish,Carl Thomas,14,r&b
71EHOyEOhNx1SzTebRRyng,Weak,SWV,15,r&b
6YdEfXtj0YI5IbiJqVyT1c,They Don't Know,Jon B.,16,r&b
6Q13UWFUuqXLXT7IUVkqM1,Makin' Good Love,Avant,17,r&b
1wyNvV8uXr35T8ChEypf8n,Un-Break My Heart,Toni Braxton,18,r&b
6ctr1K7KzKErxbfGAynL8A,I Wanna Know,Joe,19,r&b
6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,Brandy,20,r&b
3kVIFDE3G89I2RPVkiRaRj,Cupid,112,21,r&b
0fgZUSa7D7aVvv3GfO0A1n,Post To Be (feat. Chris Brown & Jhene Aiko),Omarion,22,r&b
0xiuSFBOEHWaJ6rSuUbJWc,Charlene,Anthony Hamilton,23,r&b
6brl7bwOHmGFkNw3MBqssT,So Sick,Ne-Yo,24,r&b
4bkhs6spQvVnVJAlXuKR6a,Touchin,,25,r&b
6BIcjFZIVDZxNAcofRFPx4,So Gone,Monica,26,r&b
